userId	User Name	Clan Id	Chat messages	Time (PT)	Time (UTC)
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'اي	2014-07-21 09:52:56	2014-07-21 16:52:56
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'اولا انت ضعيففففففففف	2014-07-20 19:32:50	2014-07-21 02:32:50
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'ناقه حصلتها تتمشى فالقبيله 	2014-07-20 20:19:53	2014-07-21 03:19:53
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'كااااااااااااك	2014-07-20 21:00:26	2014-07-21 04:00:26
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'كفوو 	2014-07-21 09:53:17	2014-07-21 16:53:17
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'يب	2014-07-21 15:08:44	2014-07-21 22:08:44
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'الفتى 	2014-07-21 15:48:02	2014-07-21 22:48:02
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'تستاهل الخير 	2014-07-20 17:01:08	2014-07-21 00:01:08
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'يا الارنب. 	2014-07-20 19:33:21	2014-07-21 02:33:21
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'ههههههههههه	2014-07-20 20:19:58	2014-07-21 03:19:58
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ثم لعنت اصله	2014-07-20 21:00:51	2014-07-21 04:00:51
29_77243192-aeba-11e3-99ce-22000ad02fa9	VIP	31_657	'لاهنتوا شباب	2014-07-21 09:53:22	2014-07-21 16:53:22
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'يهمني امركم	2014-07-21 15:08:54	2014-07-21 22:08:54
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'هلا	2014-07-21 15:50:54	2014-07-21 22:50:54
29_eb65b175-b400-11e3-a92c-12313b09a242	بلهول	31_657	'اشفيكم	2014-07-20 19:33:34	2014-07-21 02:33:34
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'خالد تطورت القبيلة تدري لمستوى ٤	2014-07-20 20:20:08	2014-07-21 03:20:08
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'ليش شنو قالك بعد 	2014-07-20 21:01:05	2014-07-21 04:01:05
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'هذا واجبنا	2014-07-21 09:53:33	2014-07-21 16:53:33
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'الحمدلله اني متزوج 	2014-07-21 15:08:59	2014-07-21 22:08:59
29_77243192-aeba-11e3-99ce-22000ad02fa9	VIP	31_657	'يالربع حد يبغي دعم 	2014-07-20 17:01:55	2014-07-21 00:01:55
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'انت الي تسبب	2014-07-20 19:33:36	2014-07-21 02:33:36
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'قال رد البوسه حقي	2014-07-20 21:01:16	2014-07-21 04:01:16
29_25df1708-b19b-11e3-99ce-22000ad02fa9	نويد	31_657	'تم دعم جميع	2014-07-21 08:44:44	2014-07-21 15:44:44
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'من يبي قهوه	2014-07-21 09:55:32	2014-07-21 16:55:32
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'خلك ف حالك قلتلك وبلاش شي ما لك دخل فيه 	2014-07-21 15:09:06	2014-07-21 22:09:06
29_77243192-aeba-11e3-99ce-22000ad02fa9	VIP	31_657	'انا عندي درع يومين 	2014-07-20 17:02:05	2014-07-21 00:02:05
29_eb65b175-b400-11e3-a92c-12313b09a242	بلهول	31_657	'سلام عليكم	2014-07-20 19:33:48	2014-07-21 02:33:48
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'طيب كان رديتها 	2014-07-20 21:01:30	2014-07-21 04:01:30
31_e19a4fc9-be71-11e3-a92c-12313b09a242	الوايلي	31_657	'شبابابث دعم	2014-07-21 08:51:42	2014-07-21 15:51:42
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'صب يا رجل	2014-07-21 09:55:38	2014-07-21 16:55:38
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'اعصابك اعصابك يا حلو	2014-07-21 15:09:21	2014-07-21 22:09:21
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'لا نبغي ننام 	2014-07-20 17:02:13	2014-07-21 00:02:13
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'يود الدراز لاكفخ	2014-07-20 19:33:55	2014-07-21 02:33:55
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'حلو طور المدافع والجدار والديوان والجيش والخيمه 	2014-07-20 20:20:39	2014-07-21 03:20:39
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'جاهل توه ورع 	2014-07-20 21:01:45	2014-07-21 04:01:45
29_d50cd36b-b343-11e3-a92c-12313b09a242	قرية المنانعه	31_657	'تم	2014-07-21 08:54:06	2014-07-21 15:54:06
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'هههههههههه	2014-07-21 09:55:42	2014-07-21 16:55:42
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'الفتى 	2014-07-21 15:09:22	2014-07-21 22:09:22
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'ك	2014-07-20 19:34:00	2014-07-21 02:34:00
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'ههههههههه	2014-07-20 21:01:51	2014-07-21 04:01:51
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'هههههه	2014-07-21 09:55:43	2014-07-21 16:55:43
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'صكر الموضوع 	2014-07-21 15:09:32	2014-07-21 22:09:32
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'بصطر	2014-07-20 19:34:07	2014-07-21 02:34:07
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'انا اول مره اهجم فيها	2014-07-20 20:20:45	2014-07-21 03:20:45
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'رفع ضغطي والله	2014-07-20 21:02:12	2014-07-21 04:02:12
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'اي شيء ياربع	2014-07-21 09:56:33	2014-07-21 16:56:33
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ي تجاوب ي خل الغاليه تجاوب	2014-07-21 15:09:38	2014-07-21 22:09:38
29_eb65b175-b400-11e3-a92c-12313b09a242	بلهول	31_657	'ردو السلام	2014-07-20 19:34:15	2014-07-21 02:34:15
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'احلى شي 	2014-07-20 21:02:12	2014-07-21 04:02:12
31_e19a4fc9-be71-11e3-a92c-12313b09a242	الوايلي	31_657	'شكران	2014-07-21 08:55:37	2014-07-21 15:55:37
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'اطور  ساحه التدريب ماقدر ادعمك	2014-07-21 09:57:33	2014-07-21 16:57:33
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'انت تشك في اخلاقي!!!	2014-07-21 15:09:42	2014-07-21 22:09:42
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'الفتى 	2014-07-21 16:09:48	2014-07-21 23:09:48
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'انا قلته السلام	2014-07-20 19:34:23	2014-07-21 02:34:23
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'وش وضعها هي	2014-07-20 20:20:58	2014-07-21 03:20:58
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'وكل شوي يرسل لي دعوه	2014-07-20 21:02:23	2014-07-21 04:02:23
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'شكراً	2014-07-21 09:58:06	2014-07-21 16:58:06
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'الفتى	2014-07-21 15:09:43	2014-07-21 22:09:43
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'افتح جوالك 	2014-07-21 16:10:03	2014-07-21 23:10:03
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'ماشوف واحد يراددنه	2014-07-20 19:34:34	2014-07-21 02:34:34
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'قاعدة تطور الديوان مستوى ٩	2014-07-20 20:20:59	2014-07-21 03:20:59
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'الفتي المشرقي اسمك انت كذا ولا غير	2014-07-20 21:02:25	2014-07-21 04:02:25
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'هلا	2014-07-21 15:09:52	2014-07-21 22:09:52
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'المري اتصلي ضروري 	2014-07-21 16:10:12	2014-07-21 23:10:12
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'فطر	2014-07-20 19:34:38	2014-07-21 02:34:38
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'ابتعرف عليكم لانكم غالين 	2014-07-20 21:02:45	2014-07-21 04:02:45
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'عين خيذ 	2014-07-21 15:09:52	2014-07-21 22:09:52
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'تصكر الموضوع ياخالد 	2014-07-21 16:10:12	2014-07-21 23:10:12
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'قال ثور	2014-07-20 19:34:45	2014-07-21 02:34:45
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'والخيمة تتطور مستوى ٦	2014-07-20 20:21:17	2014-07-21 03:21:17
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'يا مامن الفضول الزايد	2014-07-20 21:02:48	2014-07-21 04:02:48
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'خير	2014-07-21 15:09:55	2014-07-21 22:09:55
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'طيب اتصلي 	2014-07-21 16:10:43	2014-07-21 23:10:43
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'اشوف اله سكت الدراز	2014-07-20 19:36:51	2014-07-21 02:36:51
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'قويه ترا وماتموت بسرعه 	2014-07-20 20:21:20	2014-07-21 03:21:20
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'ههههههه	2014-07-20 21:02:51	2014-07-21 04:02:51
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'انته دايما كذي تحب تغلط واذا حد رد عليك تزعل وتسوي سالفه	2014-07-21 15:09:55	2014-07-21 22:09:55
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'اوكيك	2014-07-21 16:10:52	2014-07-21 23:10:52
31_c068fb80-c715-11e3-a92c-12313b09a242	الدراز القوية	31_657	'سكتو احسن	2014-07-20 19:38:15	2014-07-21 02:38:15
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'دفاع او اي شي	2014-07-20 20:21:35	2014-07-21 03:21:35
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'اسمي كذا	2014-07-20 21:03:03	2014-07-21 04:03:03
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'صكر الموضوع 	2014-07-21 15:09:58	2014-07-21 22:09:58
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'مانبي افطر	2014-07-20 19:38:49	2014-07-21 02:38:49
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'قويه نعم جربتها	2014-07-20 20:21:35	2014-07-21 03:21:35
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'اسمه نفس ماقالت دلع قطر 	2014-07-20 21:03:19	2014-07-21 04:03:19
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'لحظه انا لو بيني ًبينه شي مارجعت القبيله 	2014-07-21 15:10:05	2014-07-21 22:10:05
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'ليش نسكت ونت مسبب	2014-07-20 19:38:51	2014-07-21 02:38:51
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'بس تمره نافخ السهام 	2014-07-20 20:21:36	2014-07-21 03:21:36
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'حياك الله وانت غالي ابن غالي	2014-07-20 21:03:19	2014-07-21 04:03:19
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ابشر	2014-07-21 15:10:07	2014-07-21 22:10:07
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'الفتى افتح جوالك 	2014-07-21 16:12:53	2014-07-21 23:12:53
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'انا قلت السلام	2014-07-20 19:39:01	2014-07-21 02:39:01
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'اها احسبه اسمك غير ونعم يا فتو	2014-07-20 21:03:25	2014-07-21 04:03:25
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'واتكلم انا عادي مع الكل باحترام 	2014-07-21 15:10:15	2014-07-21 22:10:15
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'يابو شاااجع 	2014-07-21 16:14:17	2014-07-21 23:14:17
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'حتاانا	2014-07-20 19:39:08	2014-07-21 02:39:08
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'خالد لا تفضحنا 	2014-07-20 21:03:31	2014-07-21 04:03:31
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'اهم شي الاخلاق	2014-07-21 15:10:25	2014-07-21 22:10:25
31_c068fb80-c715-11e3-a92c-12313b09a242	الدراز القوية	31_657	'وسمعو مابي آجوف رقعت ويهكم	2014-07-20 19:39:16	2014-07-21 02:39:16
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'تسلم يا بعدي	2014-07-20 21:03:32	2014-07-21 04:03:32
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'الغالية و الفرسان تصكر الموضوع 	2014-07-21 15:10:28	2014-07-21 22:10:28
31_c068fb80-c715-11e3-a92c-12313b09a242	الدراز القوية	31_657	'يليليليليليل	2014-07-20 19:39:27	2014-07-21 02:39:27
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'كل شي قدامها من ضربه وحده تنهيه 	2014-07-20 20:22:05	2014-07-21 03:22:05
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'فتوتي 	2014-07-20 21:03:33	2014-07-21 04:03:33
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'ودخلت استفسر عن خناجر وطريقه لعب 	2014-07-21 15:10:28	2014-07-21 22:10:28
31_c068fb80-c715-11e3-a92c-12313b09a242	الدراز القوية	31_657	'باي	2014-07-20 19:39:33	2014-07-21 02:39:33
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ههههههههه	2014-07-20 20:22:14	2014-07-21 03:22:14
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'لالا	2014-07-20 21:03:48	2014-07-21 04:03:48
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'الفتى 	2014-07-21 15:10:30	2014-07-21 22:10:30
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'روح صيح عند امك	2014-07-20 19:39:44	2014-07-21 02:39:44
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'بجربها في محثلها	2014-07-20 20:22:22	2014-07-21 03:22:22
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'ههههههههه	2014-07-20 21:03:55	2014-07-21 04:03:55
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'صكر الموضوع 	2014-07-21 15:10:38	2014-07-21 22:10:38
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'يادلوعة	2014-07-20 19:39:50	2014-07-21 02:39:50
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'هاذي الناقه شارده من عند بوعامر 	2014-07-20 20:22:33	2014-07-21 03:22:33
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ترا خالد خبل ي الجويه	2014-07-20 21:03:59	2014-07-21 04:03:59
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'صكر الموضوع احسلك ولا عاد تفتحه اوكي؟	2014-07-21 15:10:40	2014-07-21 22:10:40
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'اتصيح فبيتنا	2014-07-20 19:40:01	2014-07-21 02:40:01
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'بس عيبها غاليه	2014-07-20 20:22:40	2014-07-21 03:22:40
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'الا صدق وينها اختفت 	2014-07-20 21:04:04	2014-07-21 04:04:04
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'سلام	2014-07-21 10:09:26	2014-07-21 17:09:26
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'تتمسخر يالمشرقي 	2014-07-21 15:10:42	2014-07-21 22:10:42
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'مشكور يالغالي	2014-07-21 16:30:47	2014-07-21 23:30:47
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'لتسبب	2014-07-20 19:40:04	2014-07-21 02:40:04
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'ههههههه	2014-07-20 20:22:46	2014-07-21 03:22:46
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'افا ههههههه	2014-07-20 21:04:09	2014-07-21 04:04:09
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'شعلومكم شخباركم	2014-07-21 15:10:45	2014-07-21 22:10:45
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'مشكور ماقصرت	2014-07-21 16:31:25	2014-07-21 23:31:25
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'هههههه	2014-07-20 19:40:04	2014-07-21 02:40:04
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'الغالي يرخصلكم افااا عليكم بس 	2014-07-20 20:22:57	2014-07-21 03:22:57
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'علمي علمك 	2014-07-20 21:04:18	2014-07-21 04:04:18
31_e19a4fc9-be71-11e3-a92c-12313b09a242	الوايلي	31_657	'تم	2014-07-21 09:00:50	2014-07-21 16:00:50
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'طيب 	2014-07-21 15:10:48	2014-07-21 22:10:48
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'انااقول لا	2014-07-21 16:38:31	2014-07-21 23:38:31
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'دلوعه وتصيح	2014-07-20 19:40:14	2014-07-21 02:40:14
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'عز الله ماتقصر كريم	2014-07-20 20:23:31	2014-07-21 03:23:31
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'ترا اسمي عبدالملك ماني الجويه	2014-07-20 21:04:26	2014-07-21 04:04:26
29_6bd675b5-b666-11e3-a92c-12313b09a242	سقطره	31_657	'كفو يالوايلي 	2014-07-21 09:01:03	2014-07-21 16:01:03
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'لا باقي ماتسحرت	2014-07-21 15:10:59	2014-07-21 22:10:59
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'يالفرسان حقكك علي وانا تدخلت في حاجه ماتعنيني والعذر والسموحه منك 	2014-07-21 16:49:28	2014-07-21 23:49:28
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'شلون صارت	2014-07-20 19:40:20	2014-07-21 02:40:20
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'خالد كم عمرك	2014-07-20 20:23:34	2014-07-21 03:23:34
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'خلها تولي مفضوحه 	2014-07-20 21:04:31	2014-07-21 04:04:31
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'الفتى انا عطيتك كلام وما رح ازيدك 	2014-07-21 15:11:02	2014-07-21 22:11:02
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'واذا انت رضاك اني اطلع من القبيله بطلع منها	2014-07-21 16:50:15	2014-07-21 23:50:15
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'اصيح فبيتنا	2014-07-20 19:40:27	2014-07-21 02:40:27
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'٢٩	2014-07-20 20:23:42	2014-07-21 03:23:42
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'يالفتى كلن يرى الناس بعين طبعه يعنوانت الخبل 	2014-07-20 21:04:40	2014-07-21 04:04:40
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'انا مساعه اكلمك وارد عليك عبالي تحترمني 	2014-07-21 15:11:07	2014-07-21 22:11:07
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'موفقين شباب ومشكورين وسلامي للجميع ف القبيله 	2014-07-21 16:54:00	2014-07-21 23:54:00
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'دلوعة	2014-07-20 19:40:31	2014-07-21 02:40:31
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'من يبي بيض بسرعه 	2014-07-20 20:23:55	2014-07-21 03:23:55
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'عاشت الاسامي	2014-07-20 21:04:42	2014-07-21 04:04:42
31_19cc9350-c030-11e3-a92c-12313b09a242	المري	31_657	'الفرسان خلااص الموضوع تصكر	2014-07-21 15:11:11	2014-07-21 22:11:11
31_c068fb80-c715-11e3-a92c-12313b09a242	الدراز القوية	31_657	'روحو شربو حليب من عند امكم اقول هههههههههههه	2014-07-20 19:40:34	2014-07-21 02:40:34
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'ماشالله	2014-07-20 20:23:58	2014-07-21 03:23:58
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'لا لا انت اسمك الحمامه الجويه 	2014-07-20 21:05:04	2014-07-21 04:05:04
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'لكن دام وصلتها تشك باخلاقي 	2014-07-21 15:11:20	2014-07-21 22:11:20
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'والله	2014-07-20 19:40:35	2014-07-21 02:40:35
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'انا	2014-07-20 20:24:06	2014-07-21 03:24:06
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'ههههههههههه	2014-07-20 21:05:13	2014-07-21 04:05:13
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'نص مشاكل القبيله انته سببها والكل يسكت احترام لك 	2014-07-21 15:11:24	2014-07-21 22:11:24
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'امك 	2014-07-20 19:40:47	2014-07-21 02:40:47
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ههههههههه	2014-07-20 20:24:14	2014-07-21 03:24:14
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'ههههههههههه	2014-07-20 21:05:18	2014-07-21 04:05:18
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'من انا	2014-07-21 15:11:33	2014-07-21 22:11:33
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'هههههههههه	2014-07-20 19:40:54	2014-07-21 02:40:54
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'شنو تبي 	2014-07-20 20:24:20	2014-07-21 03:24:20
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'عبدالملك اسمي 	2014-07-20 21:05:23	2014-07-21 04:05:23
31_f627f056-ba76-11e3-a92c-12313b09a242	الغالية	31_657	'انا مايشرفني اقعد انا ًوانت بمكان واحد 	2014-07-21 15:11:49	2014-07-21 22:11:49
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	31_657	'روح نام محد ماسكك 	2014-07-20 17:08:45	2014-07-21 00:08:45
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	31_657	'ياابن اللذينه	2014-07-20 19:41:10	2014-07-21 02:41:10
29_bd4939aa-b445-11e3-a92c-12313b09a242	بني مالك	31_657	'ههههههههه	2014-07-20 20:24:21	2014-07-21 03:24:21
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'قلت لك خبل	2014-07-20 21:05:24	2014-07-21 04:05:24
31_e19a4fc9-be71-11e3-a92c-12313b09a242	الوايلي	31_657	'شباب ابي دعم	2014-07-21 11:13:49	2014-07-21 18:13:49
29_620b7e37-af1c-11e3-99ce-22000ad02fa9	الفرسان	31_657	'احنا قبلك ف القبيله لا غلطنا ع احد ولا تجاوزنا الحدود	2014-07-21 15:11:57	2014-07-21 22:11:57
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	31_657	'شنواشفيك تضحك	2014-07-20 19:41:15	2014-07-21 02:41:15
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	31_657	'خالد حرام عليك	2014-07-20 20:24:25	2014-07-21 03:24:25
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	31_657	'انا خبل 	2014-07-20 21:05:55	2014-07-21 04:05:55
