ServerIp	CCU	CreatedAt (PDT)	CreatedAt (UTC)
54.75.238.163	2289	2014-10-20 07:42:17	2014-10-20 14:42:17
54.75.238.163	2323	2014-10-20 07:43:17	2014-10-20 14:43:17
54.75.238.163	2295	2014-10-20 07:44:17	2014-10-20 14:44:17
54.75.238.163	2277	2014-10-20 07:45:17	2014-10-20 14:45:17
54.75.238.163	2273	2014-10-20 07:46:17	2014-10-20 14:46:17
54.75.238.163	2221	2014-10-20 07:47:47	2014-10-20 14:47:47
54.75.238.163	2281	2014-10-20 07:48:47	2014-10-20 14:48:47
54.75.238.163	2286	2014-10-20 07:49:47	2014-10-20 14:49:47
54.75.238.163	2323	2014-10-20 07:51:17	2014-10-20 14:51:17
54.75.238.163	2308	2014-10-20 07:52:17	2014-10-20 14:52:17
54.75.238.163	2342	2014-10-20 07:53:17	2014-10-20 14:53:17
54.75.238.163	2383	2014-10-20 07:54:47	2014-10-20 14:54:47
54.75.238.163	2388	2014-10-20 07:55:47	2014-10-20 14:55:47
54.75.238.163	2405	2014-10-20 07:56:47	2014-10-20 14:56:47
54.75.238.163	2438	2014-10-20 07:58:17	2014-10-20 14:58:17
54.75.238.163	2407	2014-10-20 07:59:17	2014-10-20 14:59:17
54.75.238.163	2425	2014-10-20 08:00:17	2014-10-20 15:00:17
54.75.238.163	2452	2014-10-20 08:01:17	2014-10-20 15:01:17
54.75.238.163	2415	2014-10-20 08:02:48	2014-10-20 15:02:48
54.75.238.163	2405	2014-10-20 08:03:48	2014-10-20 15:03:48
54.75.238.163	2351	2014-10-20 08:05:18	2014-10-20 15:05:18
54.75.238.163	2369	2014-10-20 08:06:18	2014-10-20 15:06:18
54.75.238.163	2341	2014-10-20 08:07:18	2014-10-20 15:07:18
54.75.238.163	2329	2014-10-20 08:08:18	2014-10-20 15:08:18
54.75.238.163	2347	2014-10-20 08:09:18	2014-10-20 15:09:18
54.75.238.163	2365	2014-10-20 08:10:18	2014-10-20 15:10:18
54.75.238.163	2339	2014-10-20 08:11:48	2014-10-20 15:11:48
54.75.238.163	2338	2014-10-20 08:12:48	2014-10-20 15:12:48
54.75.238.163	2360	2014-10-20 08:13:48	2014-10-20 15:13:48
54.75.238.163	2364	2014-10-20 08:14:48	2014-10-20 15:14:48
54.75.238.163	2328	2014-10-20 08:16:18	2014-10-20 15:16:18
54.75.238.163	2372	2014-10-20 08:17:18	2014-10-20 15:17:18
54.75.238.163	2370	2014-10-20 08:18:18	2014-10-20 15:18:18
54.75.238.163	2384	2014-10-20 08:19:18	2014-10-20 15:19:18
54.75.238.163	2403	2014-10-20 08:20:18	2014-10-20 15:20:18
54.75.238.163	2456	2014-10-20 08:21:48	2014-10-20 15:21:48
54.75.238.163	2471	2014-10-20 08:22:48	2014-10-20 15:22:48
54.75.238.163	2474	2014-10-20 08:23:48	2014-10-20 15:23:48
54.75.238.163	2515	2014-10-20 08:25:18	2014-10-20 15:25:18
54.75.238.163	2506	2014-10-20 08:26:18	2014-10-20 15:26:18
54.75.238.163	2497	2014-10-20 08:27:48	2014-10-20 15:27:48
54.75.238.163	2516	2014-10-20 08:28:48	2014-10-20 15:28:48
54.75.238.163	2514	2014-10-20 08:30:18	2014-10-20 15:30:18
54.75.238.163	2533	2014-10-20 08:31:18	2014-10-20 15:31:18
54.75.238.163	2510	2014-10-20 08:32:18	2014-10-20 15:32:18
54.75.238.163	2535	2014-10-20 08:33:18	2014-10-20 15:33:18
54.75.238.163	2560	2014-10-20 08:34:48	2014-10-20 15:34:48
54.75.238.163	2546	2014-10-20 08:35:48	2014-10-20 15:35:48
54.75.238.163	2565	2014-10-20 08:36:48	2014-10-20 15:36:48
54.75.238.163	2539	2014-10-20 08:38:18	2014-10-20 15:38:18
54.75.238.163	2573	2014-10-20 08:39:18	2014-10-20 15:39:18
54.75.238.163	2574	2014-10-20 08:40:18	2014-10-20 15:40:18
54.75.238.163	2579	2014-10-20 08:41:18	2014-10-20 15:41:18
54.75.238.163	2581	2014-10-20 08:42:18	2014-10-20 15:42:18
54.75.238.163	2601	2014-10-20 08:43:48	2014-10-20 15:43:48
54.75.238.163	2616	2014-10-20 08:44:48	2014-10-20 15:44:48
54.75.238.163	2615	2014-10-20 08:45:48	2014-10-20 15:45:48
54.75.238.163	2538	2014-10-20 08:46:48	2014-10-20 15:46:48
54.75.238.163	2530	2014-10-20 08:47:48	2014-10-20 15:47:48
54.75.238.163	2529	2014-10-20 08:48:48	2014-10-20 15:48:48
54.75.238.163	2513	2014-10-20 08:49:48	2014-10-20 15:49:48
54.75.238.163	2539	2014-10-20 08:50:48	2014-10-20 15:50:48
54.75.238.163	2563	2014-10-20 08:51:48	2014-10-20 15:51:48
54.75.238.163	2586	2014-10-20 08:52:48	2014-10-20 15:52:48
54.75.238.163	2649	2014-10-20 08:54:18	2014-10-20 15:54:18
54.75.238.163	2665	2014-10-20 08:55:18	2014-10-20 15:55:18
54.75.238.163	2637	2014-10-20 08:56:18	2014-10-20 15:56:18
54.75.238.163	2670	2014-10-20 08:57:48	2014-10-20 15:57:48
54.75.238.163	2661	2014-10-20 08:58:48	2014-10-20 15:58:48
54.75.238.163	2657	2014-10-20 08:59:48	2014-10-20 15:59:48
54.75.238.163	2689	2014-10-20 09:00:48	2014-10-20 16:00:48
54.75.238.163	2718	2014-10-20 09:01:48	2014-10-20 16:01:48
54.75.238.163	2767	2014-10-20 09:03:18	2014-10-20 16:03:18
54.75.238.163	2770	2014-10-20 09:04:18	2014-10-20 16:04:18
54.75.238.163	2715	2014-10-20 09:05:18	2014-10-20 16:05:18
54.75.238.163	2678	2014-10-20 09:06:48	2014-10-20 16:06:48
54.75.238.163	2683	2014-10-20 09:07:48	2014-10-20 16:07:48
54.75.238.163	2682	2014-10-20 09:09:18	2014-10-20 16:09:18
54.75.238.163	2698	2014-10-20 09:10:18	2014-10-20 16:10:18
54.75.238.163	2666	2014-10-20 09:11:18	2014-10-20 16:11:18
54.75.238.163	2654	2014-10-20 09:12:18	2014-10-20 16:12:18
54.75.238.163	2623	2014-10-20 09:13:18	2014-10-20 16:13:18
54.75.238.163	2661	2014-10-20 09:14:48	2014-10-20 16:14:48
54.75.238.163	2659	2014-10-20 09:15:48	2014-10-20 16:15:48
54.75.238.163	2598	2014-10-20 09:16:48	2014-10-20 16:16:48
54.75.238.163	2581	2014-10-20 09:18:18	2014-10-20 16:18:18
54.75.238.163	2503	2014-10-20 09:19:18	2014-10-20 16:19:18
54.75.238.163	2500	2014-10-20 09:20:18	2014-10-20 16:20:18
54.75.238.163	2523	2014-10-20 09:21:18	2014-10-20 16:21:18
54.75.238.163	2498	2014-10-20 09:22:19	2014-10-20 16:22:19
54.75.238.163	2497	2014-10-20 09:23:18	2014-10-20 16:23:18
54.75.238.163	2526	2014-10-20 09:24:19	2014-10-20 16:24:19
54.75.238.163	2552	2014-10-20 09:25:18	2014-10-20 16:25:18
54.75.238.163	2565	2014-10-20 09:26:18	2014-10-20 16:26:18
54.75.238.163	2532	2014-10-20 09:27:18	2014-10-20 16:27:18
54.75.238.163	2512	2014-10-20 09:28:18	2014-10-20 16:28:18
54.75.238.163	2554	2014-10-20 09:29:18	2014-10-20 16:29:18
54.75.238.163	2588	2014-10-20 09:30:48	2014-10-20 16:30:48
54.75.238.163	2561	2014-10-20 09:31:48	2014-10-20 16:31:48
54.75.238.163	2589	2014-10-20 09:33:18	2014-10-20 16:33:18
54.75.238.163	2617	2014-10-20 09:34:19	2014-10-20 16:34:19
54.75.238.163	2570	2014-10-20 09:35:19	2014-10-20 16:35:19
54.75.238.163	2572	2014-10-20 09:36:19	2014-10-20 16:36:19
54.75.238.163	2583	2014-10-20 09:37:19	2014-10-20 16:37:19
54.75.238.163	2622	2014-10-20 09:38:49	2014-10-20 16:38:49
54.75.238.163	2627	2014-10-20 09:39:49	2014-10-20 16:39:49
54.75.238.163	2613	2014-10-20 09:40:49	2014-10-20 16:40:49
54.75.238.163	2621	2014-10-20 09:42:19	2014-10-20 16:42:19
54.75.238.163	2626	2014-10-20 09:43:19	2014-10-20 16:43:19
54.75.238.163	2616	2014-10-20 09:44:19	2014-10-20 16:44:19
54.75.238.163	2616	2014-10-20 09:45:19	2014-10-20 16:45:19
54.75.238.163	2630	2014-10-20 09:46:49	2014-10-20 16:46:49
54.75.238.163	2616	2014-10-20 09:47:49	2014-10-20 16:47:49
54.75.238.163	2549	2014-10-20 09:48:49	2014-10-20 16:48:49
54.75.238.163	2617	2014-10-20 09:50:19	2014-10-20 16:50:19
54.75.238.163	2613	2014-10-20 09:51:19	2014-10-20 16:51:19
54.75.238.163	2632	2014-10-20 09:52:19	2014-10-20 16:52:19
54.75.238.163	2633	2014-10-20 09:53:49	2014-10-20 16:53:49
54.75.238.163	2651	2014-10-20 09:54:49	2014-10-20 16:54:49
54.75.238.163	2604	2014-10-20 09:56:19	2014-10-20 16:56:19
54.75.238.163	2652	2014-10-20 09:57:19	2014-10-20 16:57:19
54.75.238.163	2631	2014-10-20 09:58:19	2014-10-20 16:58:19
54.75.238.163	2626	2014-10-20 09:59:19	2014-10-20 16:59:19
54.75.238.163	2651	2014-10-20 10:00:19	2014-10-20 17:00:19
54.75.238.163	2692	2014-10-20 10:01:19	2014-10-20 17:01:19
54.75.238.163	2704	2014-10-20 10:02:19	2014-10-20 17:02:19
54.75.238.163	2661	2014-10-20 10:03:19	2014-10-20 17:03:19
54.75.238.163	2667	2014-10-20 10:04:19	2014-10-20 17:04:19
54.75.238.163	2638	2014-10-20 10:05:19	2014-10-20 17:05:19
54.75.238.163	2586	2014-10-20 10:06:19	2014-10-20 17:06:19
54.75.238.163	2598	2014-10-20 10:07:19	2014-10-20 17:07:19
54.75.238.163	2543	2014-10-20 10:08:19	2014-10-20 17:08:19
54.75.238.163	2543	2014-10-20 10:09:49	2014-10-20 17:09:49
54.75.238.163	2581	2014-10-20 10:10:49	2014-10-20 17:10:49
54.75.238.163	2624	2014-10-20 10:12:19	2014-10-20 17:12:19
54.75.238.163	2624	2014-10-20 10:13:19	2014-10-20 17:13:19
54.75.238.163	2600	2014-10-20 10:14:19	2014-10-20 17:14:19
54.75.238.163	2637	2014-10-20 10:15:49	2014-10-20 17:15:49
54.75.238.163	2566	2014-10-20 10:16:49	2014-10-20 17:16:49
54.75.238.163	2582	2014-10-20 10:17:49	2014-10-20 17:17:49
54.75.238.163	2624	2014-10-20 10:18:49	2014-10-20 17:18:49
54.75.238.163	2612	2014-10-20 10:19:49	2014-10-20 17:19:49
54.75.238.163	2630	2014-10-20 10:20:49	2014-10-20 17:20:49
54.75.238.163	2637	2014-10-20 10:21:49	2014-10-20 17:21:49
54.75.238.163	2666	2014-10-20 10:22:49	2014-10-20 17:22:49
54.75.238.163	2666	2014-10-20 10:23:49	2014-10-20 17:23:49
54.75.238.163	2654	2014-10-20 10:24:49	2014-10-20 17:24:49
54.75.238.163	2629	2014-10-20 10:25:49	2014-10-20 17:25:49
54.75.238.163	2551	2014-10-20 10:27:19	2014-10-20 17:27:19
54.75.238.163	2550	2014-10-20 10:28:19	2014-10-20 17:28:19
54.75.238.163	2525	2014-10-20 10:29:19	2014-10-20 17:29:19
54.75.238.163	2534	2014-10-20 10:30:19	2014-10-20 17:30:19
54.75.238.163	2565	2014-10-20 10:31:49	2014-10-20 17:31:49
54.75.238.163	2538	2014-10-20 10:32:49	2014-10-20 17:32:49
54.75.238.163	2572	2014-10-20 10:33:49	2014-10-20 17:33:49
54.75.238.163	2574	2014-10-20 10:35:19	2014-10-20 17:35:19
54.75.238.163	2600	2014-10-20 10:36:19	2014-10-20 17:36:19
54.75.238.163	2631	2014-10-20 10:37:49	2014-10-20 17:37:49
54.75.238.163	2637	2014-10-20 10:38:49	2014-10-20 17:38:49
54.75.238.163	2611	2014-10-20 10:39:49	2014-10-20 17:39:49
54.75.238.163	2612	2014-10-20 10:40:49	2014-10-20 17:40:49
54.75.238.163	2618	2014-10-20 10:41:49	2014-10-20 17:41:49
54.75.238.163	2597	2014-10-20 10:43:19	2014-10-20 17:43:19
54.75.238.163	2562	2014-10-20 10:44:19	2014-10-20 17:44:19
54.75.238.163	2554	2014-10-20 10:45:19	2014-10-20 17:45:19
54.75.238.163	2549	2014-10-20 10:46:19	2014-10-20 17:46:19
54.75.238.163	2572	2014-10-20 10:47:19	2014-10-20 17:47:19
54.75.238.163	2573	2014-10-20 10:48:19	2014-10-20 17:48:19
54.75.238.163	2560	2014-10-20 10:49:19	2014-10-20 17:49:19
54.75.238.163	2591	2014-10-20 10:50:19	2014-10-20 17:50:19
54.75.238.163	2564	2014-10-20 10:51:19	2014-10-20 17:51:19
54.75.238.163	2607	2014-10-20 10:52:19	2014-10-20 17:52:19
54.75.238.163	2625	2014-10-20 10:53:49	2014-10-20 17:53:49
54.75.238.163	2655	2014-10-20 10:54:49	2014-10-20 17:54:49
54.75.238.163	2663	2014-10-20 10:55:49	2014-10-20 17:55:49
54.75.238.163	2675	2014-10-20 10:57:19	2014-10-20 17:57:19
54.75.238.163	2690	2014-10-20 10:58:19	2014-10-20 17:58:19
54.75.238.163	2704	2014-10-20 10:59:19	2014-10-20 17:59:19
54.75.238.163	2706	2014-10-20 11:00:49	2014-10-20 18:00:49
54.75.238.163	2645	2014-10-20 11:01:49	2014-10-20 18:01:49
54.75.238.163	2631	2014-10-20 11:02:49	2014-10-20 18:02:49
54.75.238.163	2623	2014-10-20 11:03:49	2014-10-20 18:03:49
54.75.238.163	2609	2014-10-20 11:04:49	2014-10-20 18:04:49
54.75.238.163	2584	2014-10-20 11:05:50	2014-10-20 18:05:50
54.75.238.163	2582	2014-10-20 11:06:50	2014-10-20 18:06:50
54.75.238.163	2642	2014-10-20 11:08:20	2014-10-20 18:08:20
54.75.238.163	2633	2014-10-20 11:09:50	2014-10-20 18:09:50
54.75.238.163	2604	2014-10-20 11:10:50	2014-10-20 18:10:50
54.75.238.163	2616	2014-10-20 11:11:50	2014-10-20 18:11:50
54.75.238.163	2619	2014-10-20 11:12:50	2014-10-20 18:12:50
54.75.238.163	2628	2014-10-20 11:13:50	2014-10-20 18:13:50
54.75.238.163	2652	2014-10-20 11:14:50	2014-10-20 18:14:50
54.75.238.163	2639	2014-10-20 11:15:50	2014-10-20 18:15:50
54.75.238.163	2618	2014-10-20 11:16:50	2014-10-20 18:16:50
54.75.238.163	2606	2014-10-20 11:17:50	2014-10-20 18:17:50
54.75.238.163	2623	2014-10-20 11:18:50	2014-10-20 18:18:50
54.75.238.163	2585	2014-10-20 11:19:50	2014-10-20 18:19:50
54.75.238.163	2584	2014-10-20 11:21:20	2014-10-20 18:21:20
54.75.238.163	2565	2014-10-20 11:22:20	2014-10-20 18:22:20
54.75.238.163	2543	2014-10-20 11:23:20	2014-10-20 18:23:20
54.75.238.163	2554	2014-10-20 11:24:20	2014-10-20 18:24:20
54.75.238.163	2574	2014-10-20 11:25:20	2014-10-20 18:25:20
54.75.238.163	2547	2014-10-20 11:26:50	2014-10-20 18:26:50
54.75.238.163	2547	2014-10-20 11:27:50	2014-10-20 18:27:50
54.75.238.163	2554	2014-10-20 11:28:50	2014-10-20 18:28:50
54.75.238.163	2599	2014-10-20 11:30:20	2014-10-20 18:30:20
54.75.238.163	2586	2014-10-20 11:31:20	2014-10-20 18:31:20
54.75.238.163	2628	2014-10-20 11:32:20	2014-10-20 18:32:20
54.75.238.163	2673	2014-10-20 11:33:50	2014-10-20 18:33:50
54.75.238.163	2662	2014-10-20 11:34:50	2014-10-20 18:34:50
54.75.238.163	2694	2014-10-20 11:35:50	2014-10-20 18:35:50
54.75.238.163	2687	2014-10-20 11:37:20	2014-10-20 18:37:20
54.75.238.163	2671	2014-10-20 11:38:20	2014-10-20 18:38:20
54.75.238.163	2647	2014-10-20 11:39:50	2014-10-20 18:39:50
54.75.238.163	2645	2014-10-20 11:40:50	2014-10-20 18:40:50
54.75.238.163	2641	2014-10-20 11:41:50	2014-10-20 18:41:50
54.75.238.163	2603	2014-10-20 11:43:20	2014-10-20 18:43:20
54.75.238.163	2621	2014-10-20 11:44:20	2014-10-20 18:44:20
54.75.238.163	2614	2014-10-20 11:45:20	2014-10-20 18:45:20
54.75.238.163	2696	2014-10-20 11:46:20	2014-10-20 18:46:20
54.75.238.163	2731	2014-10-20 11:47:20	2014-10-20 18:47:20
54.75.238.163	2687	2014-10-20 11:48:20	2014-10-20 18:48:20
54.75.238.163	2688	2014-10-20 11:49:20	2014-10-20 18:49:20
54.75.238.163	2681	2014-10-20 11:50:20	2014-10-20 18:50:20
54.75.238.163	2652	2014-10-20 11:51:20	2014-10-20 18:51:20
54.75.238.163	2652	2014-10-20 11:52:20	2014-10-20 18:52:20
54.75.238.163	2685	2014-10-20 11:53:50	2014-10-20 18:53:50
54.75.238.163	2684	2014-10-20 11:54:50	2014-10-20 18:54:50
54.75.238.163	2711	2014-10-20 11:55:50	2014-10-20 18:55:50
54.75.238.163	2705	2014-10-20 11:57:20	2014-10-20 18:57:20
54.75.238.163	2712	2014-10-20 11:58:20	2014-10-20 18:58:20
54.75.238.163	2724	2014-10-20 11:59:20	2014-10-20 18:59:20
54.75.238.163	2756	2014-10-20 12:00:50	2014-10-20 19:00:50
54.75.238.163	2737	2014-10-20 12:01:50	2014-10-20 19:01:50
54.75.238.163	2703	2014-10-20 12:02:50	2014-10-20 19:02:50
54.75.238.163	2702	2014-10-20 12:04:20	2014-10-20 19:04:20
54.75.238.163	2739	2014-10-20 12:05:20	2014-10-20 19:05:20
54.75.238.163	2704	2014-10-20 12:06:20	2014-10-20 19:06:20
54.75.238.163	2663	2014-10-20 12:07:50	2014-10-20 19:07:50
54.75.238.163	2648	2014-10-20 12:08:50	2014-10-20 19:08:50
54.75.238.163	2636	2014-10-20 12:09:50	2014-10-20 19:09:50
54.75.238.163	2679	2014-10-20 12:11:20	2014-10-20 19:11:20
54.75.238.163	2732	2014-10-20 12:12:20	2014-10-20 19:12:20
54.75.238.163	2752	2014-10-20 12:13:20	2014-10-20 19:13:20
54.75.238.163	2764	2014-10-20 12:14:50	2014-10-20 19:14:50
54.75.238.163	2746	2014-10-20 12:15:50	2014-10-20 19:15:50
54.75.238.163	2734	2014-10-20 12:16:50	2014-10-20 19:16:50
54.75.238.163	2768	2014-10-20 12:18:20	2014-10-20 19:18:20
54.75.238.163	2772	2014-10-20 12:19:20	2014-10-20 19:19:20
54.75.238.163	2712	2014-10-20 12:20:20	2014-10-20 19:20:20
54.75.238.163	2708	2014-10-20 12:21:20	2014-10-20 19:21:20
54.75.238.163	2717	2014-10-20 12:22:50	2014-10-20 19:22:50
54.75.238.163	2787	2014-10-20 12:24:20	2014-10-20 19:24:20
54.75.238.163	2782	2014-10-20 12:25:20	2014-10-20 19:25:20
54.75.238.163	2761	2014-10-20 12:26:20	2014-10-20 19:26:20
54.75.238.163	2768	2014-10-20 12:27:20	2014-10-20 19:27:20
54.75.238.163	2740	2014-10-20 12:28:20	2014-10-20 19:28:20
54.75.238.163	2766	2014-10-20 12:29:50	2014-10-20 19:29:50
54.75.238.163	2719	2014-10-20 12:30:50	2014-10-20 19:30:50
54.75.238.163	2735	2014-10-20 12:31:50	2014-10-20 19:31:50
54.75.238.163	2727	2014-10-20 12:33:20	2014-10-20 19:33:20
54.75.238.163	2729	2014-10-20 12:34:20	2014-10-20 19:34:20
54.75.238.163	2747	2014-10-20 12:35:20	2014-10-20 19:35:20
54.75.238.163	2749	2014-10-20 12:36:50	2014-10-20 19:36:50
54.75.238.163	2743	2014-10-20 12:37:51	2014-10-20 19:37:51
54.75.238.163	2721	2014-10-20 12:38:51	2014-10-20 19:38:51
54.75.238.163	2754	2014-10-20 12:40:21	2014-10-20 19:40:21
54.75.238.163	2747	2014-10-20 12:41:21	2014-10-20 19:41:21
54.75.238.163	2756	2014-10-20 12:42:21	2014-10-20 19:42:21
54.75.238.163	2756	2014-10-20 12:43:21	2014-10-20 19:43:21
54.75.238.163	2736	2014-10-20 12:44:51	2014-10-20 19:44:51
54.75.238.163	2738	2014-10-20 12:46:21	2014-10-20 19:46:21
54.75.238.163	2770	2014-10-20 12:47:21	2014-10-20 19:47:21
54.75.238.163	2782	2014-10-20 12:48:21	2014-10-20 19:48:21
54.75.238.163	2799	2014-10-20 12:49:21	2014-10-20 19:49:21
54.75.238.163	2819	2014-10-20 12:50:21	2014-10-20 19:50:21
54.75.238.163	2773	2014-10-20 12:51:21	2014-10-20 19:51:21
54.75.238.163	2801	2014-10-20 12:52:21	2014-10-20 19:52:21
54.75.238.163	2812	2014-10-20 12:53:21	2014-10-20 19:53:21
54.75.238.163	2783	2014-10-20 12:54:21	2014-10-20 19:54:21
54.75.238.163	2801	2014-10-20 12:55:21	2014-10-20 19:55:21
54.75.238.163	2772	2014-10-20 12:56:21	2014-10-20 19:56:21
54.75.238.163	2761	2014-10-20 12:57:21	2014-10-20 19:57:21
54.75.238.163	2780	2014-10-20 12:58:21	2014-10-20 19:58:21
54.75.238.163	2804	2014-10-20 12:59:51	2014-10-20 19:59:51
54.75.238.163	2827	2014-10-20 13:00:51	2014-10-20 20:00:51
54.75.238.163	2805	2014-10-20 13:02:21	2014-10-20 20:02:21
54.75.238.163	2756	2014-10-20 13:03:51	2014-10-20 20:03:51
54.75.238.163	2781	2014-10-20 13:04:51	2014-10-20 20:04:51
54.75.238.163	2783	2014-10-20 13:05:51	2014-10-20 20:05:51
54.75.238.163	2747	2014-10-20 13:06:51	2014-10-20 20:06:51
54.75.238.163	2739	2014-10-20 13:07:51	2014-10-20 20:07:51
54.75.238.163	2728	2014-10-20 13:08:51	2014-10-20 20:08:51
54.75.238.163	2721	2014-10-20 13:10:21	2014-10-20 20:10:21
54.75.238.163	2718	2014-10-20 13:11:21	2014-10-20 20:11:21
54.75.238.163	2769	2014-10-20 13:12:21	2014-10-20 20:12:21
54.75.238.163	2803	2014-10-20 13:13:51	2014-10-20 20:13:51
54.75.238.163	2792	2014-10-20 13:14:51	2014-10-20 20:14:51
54.75.238.163	2794	2014-10-20 13:16:21	2014-10-20 20:16:21
54.75.238.163	2789	2014-10-20 13:17:21	2014-10-20 20:17:21
54.75.238.163	2760	2014-10-20 13:18:21	2014-10-20 20:18:21
54.75.238.163	2762	2014-10-20 13:19:21	2014-10-20 20:19:21
54.75.238.163	2733	2014-10-20 13:20:21	2014-10-20 20:20:21
54.75.238.163	2779	2014-10-20 13:21:21	2014-10-20 20:21:21
54.75.238.163	2762	2014-10-20 13:22:21	2014-10-20 20:22:21
54.75.238.163	2765	2014-10-20 13:23:21	2014-10-20 20:23:21
54.75.238.163	2782	2014-10-20 13:24:51	2014-10-20 20:24:51
54.75.238.163	2755	2014-10-20 13:25:51	2014-10-20 20:25:51
54.75.238.163	2713	2014-10-20 13:27:21	2014-10-20 20:27:21
54.75.238.163	2689	2014-10-20 13:28:21	2014-10-20 20:28:21
54.75.238.163	2661	2014-10-20 13:29:21	2014-10-20 20:29:21
54.75.238.163	2664	2014-10-20 13:30:21	2014-10-20 20:30:21
54.75.238.163	2698	2014-10-20 13:31:21	2014-10-20 20:31:21
54.75.238.163	2677	2014-10-20 13:32:21	2014-10-20 20:32:21
54.75.238.163	2701	2014-10-20 13:33:21	2014-10-20 20:33:21
54.75.238.163	2703	2014-10-20 13:34:21	2014-10-20 20:34:21
54.75.238.163	2713	2014-10-20 13:35:21	2014-10-20 20:35:21
54.75.238.163	2676	2014-10-20 13:36:21	2014-10-20 20:36:21
54.75.238.163	2703	2014-10-20 13:37:21	2014-10-20 20:37:21
54.75.238.163	2752	2014-10-20 13:38:21	2014-10-20 20:38:21
54.75.238.163	2753	2014-10-20 13:39:21	2014-10-20 20:39:21
54.75.238.163	2800	2014-10-20 13:40:21	2014-10-20 20:40:21
54.75.238.163	2732	2014-10-20 13:41:51	2014-10-20 20:41:51
54.75.238.163	2786	2014-10-20 13:42:51	2014-10-20 20:42:51
54.75.238.163	2773	2014-10-20 13:44:21	2014-10-20 20:44:21
54.75.238.163	2785	2014-10-20 13:45:21	2014-10-20 20:45:21
54.75.238.163	2765	2014-10-20 13:46:21	2014-10-20 20:46:21
54.75.238.163	2754	2014-10-20 13:47:21	2014-10-20 20:47:21
54.75.238.163	2741	2014-10-20 13:48:21	2014-10-20 20:48:21
54.75.238.163	2710	2014-10-20 13:49:21	2014-10-20 20:49:21
54.75.238.163	2711	2014-10-20 13:50:21	2014-10-20 20:50:21
54.75.238.163	2714	2014-10-20 13:51:21	2014-10-20 20:51:21
54.75.238.163	2696	2014-10-20 13:52:21	2014-10-20 20:52:21
54.75.238.163	2706	2014-10-20 13:53:21	2014-10-20 20:53:21
54.75.238.163	2703	2014-10-20 13:54:51	2014-10-20 20:54:51
54.75.238.163	2688	2014-10-20 13:55:51	2014-10-20 20:55:51
54.75.238.163	2681	2014-10-20 13:56:51	2014-10-20 20:56:51
54.75.238.163	2653	2014-10-20 13:57:51	2014-10-20 20:57:51
54.75.238.163	2671	2014-10-20 13:58:51	2014-10-20 20:58:51
54.75.238.163	2665	2014-10-20 13:59:51	2014-10-20 20:59:51
54.75.238.163	2657	2014-10-20 14:01:21	2014-10-20 21:01:21
54.75.238.163	2689	2014-10-20 14:02:21	2014-10-20 21:02:21
54.75.238.163	2656	2014-10-20 14:03:21	2014-10-20 21:03:21
54.75.238.163	2679	2014-10-20 14:04:51	2014-10-20 21:04:51
54.75.238.163	2678	2014-10-20 14:05:51	2014-10-20 21:05:51
54.75.238.163	2647	2014-10-20 14:06:51	2014-10-20 21:06:51
54.75.238.163	2676	2014-10-20 14:08:21	2014-10-20 21:08:21
54.75.238.163	2666	2014-10-20 14:09:52	2014-10-20 21:09:52
54.75.238.163	2652	2014-10-20 14:10:52	2014-10-20 21:10:52
54.75.238.163	2640	2014-10-20 14:11:52	2014-10-20 21:11:52
54.75.238.163	2647	2014-10-20 14:12:52	2014-10-20 21:12:52
54.75.238.163	2652	2014-10-20 14:14:22	2014-10-20 21:14:22
54.75.238.163	2657	2014-10-20 14:15:52	2014-10-20 21:15:52
54.75.238.163	2694	2014-10-20 14:16:52	2014-10-20 21:16:52
54.75.238.163	2665	2014-10-20 14:17:52	2014-10-20 21:17:52
54.75.238.163	2628	2014-10-20 14:18:52	2014-10-20 21:18:52
54.75.238.163	2642	2014-10-20 14:19:52	2014-10-20 21:19:52
54.75.238.163	2619	2014-10-20 14:20:52	2014-10-20 21:20:52
54.75.238.163	2624	2014-10-20 14:21:52	2014-10-20 21:21:52
54.75.238.163	2619	2014-10-20 14:23:22	2014-10-20 21:23:22
54.75.238.163	2663	2014-10-20 14:24:22	2014-10-20 21:24:22
54.75.238.163	2604	2014-10-20 14:25:52	2014-10-20 21:25:52
54.75.238.163	2572	2014-10-20 14:26:52	2014-10-20 21:26:52
54.75.238.163	2569	2014-10-20 14:27:52	2014-10-20 21:27:52
54.75.238.163	2532	2014-10-20 14:29:22	2014-10-20 21:29:22
54.75.238.163	2544	2014-10-20 14:30:22	2014-10-20 21:30:22
54.75.238.163	2498	2014-10-20 14:31:22	2014-10-20 21:31:22
54.75.238.163	2455	2014-10-20 14:32:22	2014-10-20 21:32:22
54.75.238.163	2514	2014-10-20 14:33:52	2014-10-20 21:33:52
54.75.238.163	2525	2014-10-20 14:35:22	2014-10-20 21:35:22
54.75.238.163	2525	2014-10-20 14:36:22	2014-10-20 21:36:22
54.75.238.163	2494	2014-10-20 14:37:22	2014-10-20 21:37:22
54.75.238.163	2508	2014-10-20 14:38:22	2014-10-20 21:38:22
54.75.238.163	2497	2014-10-20 14:39:52	2014-10-20 21:39:52
54.75.238.163	2543	2014-10-20 14:40:52	2014-10-20 21:40:52
54.75.238.163	2527	2014-10-20 14:41:52	2014-10-20 21:41:52
54.75.238.163	2585	2014-10-20 14:43:22	2014-10-20 21:43:22
